months_since_last_pymnt_d_last_credit_pull_d,months_since_issue_d_last_credit_pull_d,out_prncp_inv,grade,last_pymnt_amnt,dti,total_rev_hi_lim,total_rec_int,months_since_earliest_cr_line,revol_util,tot_cur_bal,verification_status,inq_last_6mths,credit_event
0,6,4006.6,D,161.72,17.36,15750,310.81,219,29.0,4586,Not Verified,0,0
0,4,33588.99,E,927.1,13.29,39400,2200.22,265,73.2,198048,Source Verified,1,0
0,3,6504.22,B,230.94,19.47,29100,192.56,282,2.0,111558,Verified,2,0
0,2,4569.24,B,154.86,14.8,7800,76.3,157,31.0,524169,Verified,1,0
0,9,13898.7,D,388.73,38.36,27000,1932.19,177,42.2,153889,Source Verified,2,0
1,9,0.0,G,3462.47,13.18,11500,905.56,71,69.6,23968,Source Verified,0,0
1,3,19012.53,B,628.39,19.93,54000,260.22,136,57.5,66941,Not Verified,0,0
0,3,14499.49,D,559.28,32.37,17900,646.57,120,46.2,64501,Verified,1,0
0,5,3931.84,A,139.49,24.19,14000,125.66,252,21.2,22109,Verified,0,0
0,3,8980.34,D,346.39,8.22,16200,409.98,205,32.5,38355,Source Verified,1,0
0,8,9032.77,C,232.64,8.84,17200,878.35,111,10.6,7463,Source Verified,1,0
1,2,15604.62,A,500.58,20.76,68100,94.68,403,50.1,181195,Not Verified,0,0
0,3,15463.46,D,402.57,17.02,21200,664.13,111,64.3,15198,Verified,0,0
0,4,4482.92,A,150.58,11.35,151300,83.76,376,28.7,252705,Not Verified,1,0
0,2,22798.96,A,743.91,13.02,66000,277.1,310,62.3,223394,Not Verified,0,0
0,12,16629.9,E,493.22,7.37,26300,3299.1,192,75.4,19826,Verified,0,0
0,11,6598.53,D,419.46,23.53,17100,1382.2,178,45.3,24055,Not Verified,0,0
0,11,5492.59,C,250.15,12.67,11500,739.12,48,41.1,145227,Not Verified,1,0
1,3,5708.03,B,191.28,18.26,10800,87.53,167,73.0,13215,Verified,0,0
0,5,5261.65,B,191.28,7.47,5300,214.99,171,95.0,290136,Verified,0,0
4,6,11678.99,E,308.33,29.35,2500,356.73,85,94.9,40800,Verified,0,1
0,2,11722.39,C,281.28,34.99,36200,265.84,264,81.4,78542,Verified,0,0
1,9,5619.76,B,225.84,7.02,42900,422.6,130,38.4,46730,Verified,0,0
0,6,15906.22,E,428.9,35.66,15900,1233.69,165,84.6,38515,Source Verified,1,0
0,10,7703.49,C,343.61,23.05,6000,1001.09,125,72.3,19709,Source Verified,0,0
0,8,10337.78,C,431.63,14.16,31000,1031.38,171,42.0,28028,Not Verified,2,0
1,3,7605.0,B,251.36,17.66,25400,104.08,332,31.8,107950,Source Verified,0,0
0,6,7697.39,B,294.61,11.2,15800,425.99,241,44.0,52765,Not Verified,4,0
-1,1,0.0,D,157.96,17.98,26200,384.86,194,51.3,37788,Source Verified,0,0
0,9,16653.34,C,700.55,35.54,53000,1741.81,228,81.5,43199,Verified,0,0
0,1,0.0,A,2507.66,9.08,27300,6.7,307,24.9,16561,Not Verified,1,0
0,6,9386.86,B,354.89,6.85,29100,522.31,143,36.2,10541,Not Verified,1,0
0,5,8159.85,C,301.91,3.99,15000,361.15,156,69.4,74302,Source Verified,0,0
0,3,5548.24,A,185.98,15.05,24600,103.76,158,6.3,8212,Source Verified,2,0
0,12,10652.19,C,519.91,10.63,18900,1950.11,207,96.7,41381,Verified,1,0
0,8,28745.72,D,1262.88,9.04,35500,3814.03,316,20.6,330996,Verified,3,0
0,1,13674.95,C,534.88,19.0,29600,200.5,187,56.2,460422,Not Verified,1,0
0,11,7178.4,A,311.02,11.56,16900,595.46,166,82.6,31305,Not Verified,0,0
0,4,7240.89,B,263.93,21.88,41100,286.36,230,87.1,283256,Verified,1,0
0,5,8720.21,A,305.31,5.32,52500,243.29,268,1.0,142335,Not Verified,0,0
0,6,8729.53,B,320.0,10.68,13400,319.19,355,70.3,9417,Source Verified,1,0
0,7,5888.29,A,216.83,5.6,14500,203.97,138,50.0,74428,Not Verified,0,0
0,9,19831.12,E,585.54,16.49,24500,3201.08,199,56.1,17553,Source Verified,0,0
0,9,5615.08,B,235.69,11.41,50900,536.28,162,17.1,64179,Not Verified,1,0
0,7,8198.93,A,305.31,5.13,32800,329.17,269,26.6,8740,Not Verified,0,0
0,12,5970.52,D,287.76,27.88,23000,1152.97,64,30.0,66938,Verified,2,0
0,1,7428.17,A,3644.15,12.58,19700,67.5,131,50.2,18822,Source Verified,0,0
1,10,0.0,D,9318.7,33.2,28800,1334.22,255,56.8,98232,Not Verified,1,0
1,6,6138.59,B,223.16,22.25,17000,247.26,128,61.4,60330,Source Verified,0,0
1,10,4525.66,B,196.41,30.84,22500,460.45,214,66.0,125261,Not Verified,0,0
0,3,16656.81,A,563.15,15.92,32600,338.37,104,64.0,32506,Source Verified,0,0
1,9,8120.57,D,349.65,31.65,5600,941.24,243,41.3,59392,Verified,1,0
0,1,19509.43,B,630.24,21.24,149500,121.05,324,79.7,405681,Source Verified,1,0
0,8,29347.42,D,810.16,24.09,29000,3424.4,171,66.6,115375,Verified,0,0
1,6,4413.45,C,188.5,26.8,17800,269.35,74,31.2,21677,Source Verified,0,0
-3,0,23116.35,A,782.15,16.35,144800,469.69,383,21.2,57057,Verified,1,0
0,3,26933.64,B,608.65,7.38,51900,725.4,131,23.1,127457,Not Verified,1,0
0,9,10156.74,C,434.41,22.42,12900,1107.3,99,48.7,26213,Not Verified,0,0
0,9,5401.65,A,219.0,12.54,12800,369.58,139,51.6,41999,Not Verified,1,0
0,8,12042.37,B,483.94,17.31,46500,905.57,148,81.2,37740,Not Verified,0,0
0,3,9236.11,A,305.31,26.51,125400,145.11,218,12.8,292155,Not Verified,0,0
0,11,3327.82,D,159.92,31.38,16500,626.08,83,56.2,162891,Not Verified,1,0
1,12,14266.98,A,608.72,12.03,42800,949.5,217,0.6,370727,Source Verified,1,0
0,6,0.0,C,15682.76,12.93,44300,1498.01,108,64.0,181202,Verified,0,0
0,6,8441.92,A,301.15,15.02,47500,245.86,217,35.5,36936,Source Verified,0,0
0,7,2472.64,B,94.26,8.07,6700,129.73,226,69.0,360157,Source Verified,0,0
1,2,14629.33,A,469.29,6.64,27500,82.19,195,5.8,17295,Source Verified,1,0
1,5,3025.74,C,150.0,4.31,14600,133.52,171,29.9,9762,Source Verified,1,0
0,6,0.0,A,8836.04,7.5,24400,402.74,184,42.3,449329,Not Verified,0,0
0,9,15433.23,A,625.72,4.43,48800,1060.21,326,39.0,19264,Source Verified,1,0
0,7,4789.44,B,197.94,29.04,17800,285.94,114,89.5,38733,Source Verified,0,0
1,2,11874.79,D,303.81,39.31,8700,160.74,63,32.3,80449,Verified,1,0
1,5,13502.65,A,469.29,19.39,32400,366.66,203,45.1,109749,Source Verified,0,0
0,12,2773.85,A,125.7,21.37,44600,280.43,513,50.0,68615,Not Verified,0,0
0,10,20727.56,E,632.99,22.08,16100,3954.68,386,62.3,35256,Source Verified,1,0
0,6,26193.74,A,924.81,16.11,83200,806.31,147,31.1,25894,Source Verified,0,0
0,7,20082.66,C,820.15,15.94,35400,1786.4,123,74.9,40348,Source Verified,2,0
1,3,0.0,B,15822.23,10.53,46700,336.21,107,29.7,32174,Source Verified,0,0
1,6,8538.87,D,342.22,12.01,12800,640.91,127,65.3,41901,Verified,3,0
1,12,22278.81,D,1053.69,32.86,56000,3841.14,230,44.0,154877,Verified,1,0
0,5,4404.07,B,164.96,28.95,7600,225.67,214,54.4,20456,Not Verified,0,0
0,2,6437.8,C,234.48,18.94,20300,137.85,312,19.5,5961,Verified,1,0
1,4,14436.64,B,330.12,13.47,41700,417.39,246,36.0,17189,Not Verified,1,0
0,1,4228.13,C,148.52,12.48,5000,44.76,256,47.0,63959,Verified,0,0
2,9,0.0,C,10161.41,21.82,105900,830.15,-647,50.1,650309,Not Verified,1,0
0,8,3988.51,A,156.43,12.6,14700,237.76,80,10.7,22251,Source Verified,0,0
0,1,19149.1,C,656.54,29.41,10400,191.93,121,56.5,9688,Source Verified,1,0
1,4,7428.96,B,261.88,14.56,10900,209.72,300,64.5,139891,Source Verified,0,0
0,2,5703.75,B,188.52,11.49,31200,75.34,199,19.5,35061,Source Verified,0,0
0,7,21774.9,B,509.82,30.79,32800,1330.32,157,58.3,179761,Source Verified,0,0
0,3,9267.31,B,318.79,22.63,12700,210.94,113,84.7,49734,Source Verified,1,0
6,6,0.0,C,3007.33,22.3,14400,4.89,137,42.1,18628,Not Verified,0,0
0,2,20123.17,A,647.26,14.55,47500,166.24,117,43.1,293549,Not Verified,0,0
0,2,954.94,C,34.34,26.47,30200,22.03,320,79.1,444188,Source Verified,1,0
0,12,18059.5,F,727.19,24.15,33200,4578.91,243,93.9,160744,Verified,0,0
0,6,22250.81,C,550.14,27.17,21300,1516.1,144,40.0,28581,Not Verified,1,0
9,11,0.0,B,87.98,28.35,16800,35.16,209,28.2,31263,Source Verified,0,1
0,7,11603.88,C,290.79,24.57,33200,852.6,214,61.6,343945,Not Verified,0,0
0,6,14807.61,B,1193.83,18.51,27450,1005.62,146,28.0,39770,Not Verified,1,0
0,4,10861.38,B,395.89,5.98,11800,459.76,208,90.3,115971,Source Verified,1,0
0,2,11709.22,C,270.53,15.33,15800,233.49,197,31.4,112196,Source Verified,1,0
0,3,9256.86,B,314.2,10.16,31600,194.92,158,43.4,89856,Not Verified,0,0
3,8,3539.04,C,136.7,24.37,16300,216.32,191,75.8,234147,Not Verified,1,1
1,11,4575.98,C,205.04,13.99,14300,621.72,442,33.9,31657,Not Verified,0,0
0,6,12336.43,C,485.8,29.23,33300,855.87,105,42.2,27685,Not Verified,0,0
0,11,20657.73,C,542.28,17.25,41200,2605.89,232,50.3,204618,Source Verified,0,0
0,11,4676.21,C,218.18,27.4,19500,738.32,253,13.1,23542,Not Verified,1,0
0,8,4046.42,C,167.73,35.52,6100,384.74,103,62.3,14179,Source Verified,0,0
0,3,0.0,A,15274.19,11.54,26600,202.6,276,95.9,30858,Not Verified,0,0
1,2,7032.98,C,239.32,27.32,22410,65.07,261,68.0,382242,Not Verified,1,0
1,2,19505.78,A,625.72,16.84,79800,109.58,232,57.8,69658,Source Verified,0,0
0,8,5675.59,C,236.98,37.33,17000,561.06,187,82.0,136987,Not Verified,3,0
1,5,14234.79,B,326.07,19.92,31400,529.91,230,65.6,382070,Not Verified,0,0
1,6,14079.21,C,338.93,13.7,8400,763.28,187,73.1,37705,Source Verified,0,0
0,2,23387.36,D,576.14,16.22,25200,571.87,170,38.4,56068,Source Verified,1,0
1,2,25388.51,D,921.16,17.12,50800,310.77,134,38.4,38854,Not Verified,2,0
0,2,11130.63,C,388.06,33.94,41000,223.93,452,58.6,46672,Source Verified,0,0
0,12,1433.54,D,69.91,29.79,28500,269.0,125,65.4,256802,Verified,0,0
0,7,13697.11,C,338.93,25.51,16200,1059.04,147,90.7,48149,Source Verified,0,0
1,2,12832.08,B,276.15,9.43,10000,101.0,185,39.2,255456,Not Verified,0,0
-11,0,2999.03,E,145.12,31.03,2700,591.29,126,20.6,10823,Not Verified,1,0
4,9,0.0,A,25351.81,32.17,86900,811.91,252,33.5,96780,Verified,0,0
0,12,13759.87,A,612.89,21.1,37400,1107.34,446,44.5,29883,Source Verified,0,0
0,4,5426.34,B,196.41,26.52,17700,204.65,324,31.9,5655,Source Verified,0,0
0,4,33453.61,D,861.4,14.6,200100,1867.03,326,89.4,587516,Verified,5,0
0,4,10932.31,D,431.25,38.11,22000,709.42,218,74.4,88322,Verified,0,0
0,2,13670.36,C,323.37,20.85,13200,306.47,44,93.9,34577,Source Verified,0,0
1,12,10643.79,E,529.27,14.28,18500,2399.38,128,53.0,115450,Verified,1,0
1,12,7178.4,A,311.02,9.15,38600,595.46,176,18.1,179866,Not Verified,0,0
0,1,19547.47,C,680.36,32.68,25900,212.64,198,17.6,46302,Verified,1,0
0,3,15565.04,B,325.81,20.31,115400,194.84,182,40.2,521880,Not Verified,1,0
0,6,15668.06,A,542.07,17.41,111251,402.35,176,14.6,182717,Not Verified,1,0
9,10,0.0,F,12599.72,18.7,15600,258.98,81,21.6,23440,Source Verified,0,0
0,6,2190.36,E,109.73,33.23,26000,208.81,189,48.1,22116,Verified,0,0
0,2,9123.98,A,300.35,32.72,301000,116.26,132,32.8,240610,Verified,0,0
0,6,0.0,A,7044.49,12.47,22700,288.93,84,16.0,43814,Not Verified,0,0
0,9,11965.54,A,469.29,10.21,55100,713.28,264,25.5,39288,Source Verified,0,0
0,6,6989.94,B,258.43,33.33,116800,311.78,378,38.8,284917,Source Verified,1,0
0,5,8799.43,B,327.34,36.94,7800,430.02,96,99.5,85524,Verified,2,0
1,6,26193.74,A,924.81,29.36,97600,794.82,-596,70.3,193885,Verified,0,0
0,3,16198.78,D,413.47,12.43,5700,672.09,100,97.2,24008,Source Verified,0,0
0,5,13620.75,A,480.9,16.37,27600,419.28,330,45.2,25210,Source Verified,0,0
0,1,4567.45,C,156.6,25.46,1775,45.78,121,45.0,62184,Not Verified,1,0
0,9,9085.72,D,401.23,17.24,9800,1231.74,491,52.5,10302,Not Verified,1,0
0,7,8401.74,D,349.65,5.01,70300,840.62,122,22.9,76173,Source Verified,4,0
0,3,15390.65,B,347.8,21.36,30500,414.51,314,88.1,349882,Not Verified,1,0
0,9,8459.61,A,339.25,11.92,42700,504.4,323,94.8,257800,Not Verified,0,0
0,8,9874.5,A,462.61,14.34,21300,563.85,173,68.8,41685,Not Verified,0,0
1,7,13457.26,D,362.31,22.56,52400,1217.06,142,56.9,288644,Source Verified,0,0
0,8,3350.93,C,140.97,5.09,8800,350.48,83,21.0,16134,Not Verified,0,0
0,12,21447.36,C,1039.82,15.69,47500,3919.34,176,60.0,30869,Verified,1,0
0,2,23698.1,B,521.7,11.53,22300,205.15,138,38.3,106378,Source Verified,0,0
0,9,7535.86,D,340.98,30.0,9500,1163.65,120,57.5,19541,Source Verified,1,0
0,10,2116.19,B,92.38,8.91,32900,231.33,133,20.9,6871,Source Verified,1,0
1,10,17894.22,D,482.23,13.5,59200,2216.95,362,20.2,31920,Source Verified,0,0
0,2,2860.11,C,99.72,11.6,22100,57.54,393,68.7,25286,Source Verified,0,0
0,8,31614.93,C,814.21,13.6,20900,3074.2,258,43.6,52980,Verified,1,0
0,2,9565.41,B,316.18,19.72,24600,76.14,184,50.3,31062,Verified,0,0
1,12,21907.22,D,632.94,22.18,10200,3844.75,266,31.0,126965,Verified,2,0
0,7,9916.78,B,382.55,10.4,24700,588.52,195,60.5,17025,Not Verified,1,0
0,6,8255.63,C,321.03,27.2,22600,550.24,84,16.7,24886,Not Verified,0,0
0,8,16166.89,C,667.06,25.91,24400,1489.71,227,77.1,38707,Source Verified,1,0
1,3,5708.03,B,191.28,31.52,7500,87.53,175,80.5,44555,Source Verified,0,0
1,8,22966.4,A,856.78,13.23,55600,953.92,257,53.0,29469,Verified,1,0
0,8,25465.7,B,608.65,11.64,29900,1692.06,292,81.0,82049,Source Verified,0,0
0,5,28469.62,B,652.13,10.07,65500,1078.13,288,26.1,235532,Source Verified,0,0
0,6,7927.36,B,296.92,14.73,133142,417.73,334,87.0,275358,Verified,1,0
2,9,0.0,A,8745.19,7.12,82000,341.73,228,3.0,9657,Source Verified,0,0
0,12,6679.29,C,317.53,15.29,17400,1051.05,131,67.7,90700,Source Verified,0,0
0,2,14610.86,B,318.64,15.84,22500,239.82,273,48.5,259258,Not Verified,0,0
0,11,8656.23,C,234.3,22.55,33800,1225.58,232,26.8,195748,Verified,3,0
0,1,15784.39,B,327.34,14.25,43300,96.83,164,31.8,191829,Not Verified,1,0
0,11,12943.13,A,563.15,6.12,40500,1118.06,269,45.2,156754,Source Verified,0,0
0,2,16719.22,A,545.54,11.62,13000,196.1,169,40.2,507509,Source Verified,0,0
3,11,5037.3,F,475.94,6.45,4100,759.93,145,15.8,522697,Verified,1,1
1,2,0.0,D,35881.76,19.1,118700,812.3,170,59.5,411164,Source Verified,0,0
1,2,34631.85,D,880.61,37.31,46000,478.3,174,84.8,189142,Source Verified,0,0
0,12,6702.26,D,318.6,8.87,14900,1198.62,64,57.6,28574,Source Verified,1,0
1,5,33060.86,C,814.21,22.28,129700,1549.12,215,70.0,512228,Not Verified,3,0
0,12,3543.4,C,168.45,24.06,13600,561.19,86,36.6,50903,Source Verified,0,0
1,3,4756.69,B,159.4,15.87,10700,70.4,394,16.0,23963,Verified,2,0
0,3,0.0,B,4796.59,11.82,14500,112.84,248,27.0,8268,Verified,0,0
-1,1,1424.51,A,46.25,26.47,47600,16.44,257,80.1,187152,Source Verified,0,0
6,11,0.0,A,18901.12,18.47,45700,690.16,419,67.9,299814,Verified,2,0
0,7,20676.44,D,563.59,25.83,38100,2199.71,211,55.2,261218,Verified,0,0
0,10,15835.79,D,699.3,11.35,70500,2094.8,207,37.0,89428,Verified,1,0
4,9,0.0,C,6436.74,34.67,6400,415.76,201,50.3,46282,Source Verified,3,0
1,2,9716.2,C,600.0,8.28,22400,100.71,155,31.2,6998,Source Verified,0,0
0,9,3976.35,D,178.24,18.0,4400,571.07,56,84.1,39898,Not Verified,0,0
0,9,7716.61,A,312.86,6.99,15300,527.97,387,40.5,11859,Source Verified,0,0
0,5,32955.96,C,826.24,16.92,84200,2058.67,268,89.6,100125,Source Verified,0,0
0,12,8777.38,B,398.52,12.72,6000,1153.11,124,68.7,292465,Not Verified,0,0
2,5,29046.63,F,880.37,23.01,101300,1816.52,264,51.1,180343,Verified,0,1
0,5,5324.4,C,210.04,11.39,3100,320.86,111,16.0,88874,Not Verified,2,0
0,7,10511.84,E,295.62,24.01,31600,1206.98,197,67.4,181663,Not Verified,1,0
0,8,10956.0,C,278.51,31.3,37800,1025.08,234,16.6,265299,Source Verified,0,0
0,12,7673.86,B,352.32,8.68,21900,887.2,124,55.4,254075,Not Verified,1,0
0,3,31187.7,E,822.06,39.45,91600,1388.59,251,51.6,98199,Verified,0,0
0,5,11336.24,A,396.91,18.7,33300,286.33,144,29.3,59713,Not Verified,1,0
0,4,16223.88,F,474.92,37.82,30100,1219.76,84,74.5,46157,Verified,0,0
-6,-1,10324.74,C,248.55,16.07,117600,559.73,409,51.9,210356,Not Verified,2,0
0,4,33290.34,C,790.82,10.08,46500,1268.55,181,68.6,211777,Source Verified,1,0
1,3,20530.64,D,506.34,14.02,35300,525.11,365,17.8,83988,Not Verified,1,0
1,9,11929.69,A,462.61,25.51,46000,624.8,235,71.2,185026,Source Verified,0,0
1,6,5110.51,D,203.72,18.44,3300,368.54,103,22.2,9601,Source Verified,0,0
0,7,15297.14,B,565.56,12.95,65600,682.32,105,39.2,56223,Not Verified,0,0
0,4,10836.57,B,387.15,17.76,5300,378.51,242,83.3,23315,Source Verified,0,0
0,3,12992.92,B,628.19,14.96,31200,266.35,144,47.5,28915,Not Verified,0,0
4,10,12738.57,B,494.86,25.77,48500,803.26,162,88.8,332226,Not Verified,0,1
0,10,9228.68,A,370.09,16.83,16400,550.26,251,38.3,146657,Not Verified,1,0
0,5,6335.78,B,230.94,12.66,26600,250.57,203,29.1,13971,Verified,0,0
0,5,11359.1,B,250.1,27.2,24800,380.9,213,12.2,288737,Not Verified,0,0
1,10,13333.3,C,570.27,7.06,36700,1453.75,116,61.7,222217,Verified,1,0
0,6,0.0,C,4457.15,7.23,33200,309.54,153,46.6,272638,Not Verified,0,0
2,5,0.0,D,15548.23,29.78,119700,667.26,148,76.5,771764,Verified,2,0
8,10,0.0,D,6792.57,4.37,11100,130.34,85,27.4,3018,Verified,1,0
0,3,19730.09,B,451.16,25.44,41900,590.13,277,61.2,144338,Not Verified,0,0
0,10,16004.22,B,698.57,24.15,42400,1891.84,155,54.1,41175,Verified,0,0
0,1,8050.03,B,263.01,21.95,11500,54.63,210,64.0,14185,Not Verified,3,0
0,10,22167.92,D,629.01,28.61,60000,3455.81,497,59.7,175604,Verified,1,0
0,1,9743.18,A,301.15,23.35,17300,38.42,99,23.9,239882,Source Verified,0,0
0,3,6679.79,C,236.98,13.9,21100,143.38,88,51.6,10883,Verified,0,0
0,6,12229.56,A,450.52,22.45,19000,526.37,141,31.1,117127,Not Verified,0,0
0,2,0.0,C,20404.37,16.39,5500,376.17,110,76.9,218617,Verified,0,0
0,2,33248.48,A,1084.87,17.97,147200,404.1,464,38.2,333371,Source Verified,0,0
1,6,8783.01,B,322.63,14.47,22100,390.61,62,67.9,24031,Source Verified,2,0
0,4,14982.19,C,372.21,14.2,36600,708.17,152,77.7,137691,Source Verified,1,0
0,1,810.65,C,13680.0,14.66,5700,80.58,239,55.1,145843,Not Verified,1,0
0,3,7433.4,B,263.93,14.09,51800,220.07,327,80.7,69155,Source Verified,2,0
0,5,13784.4,C,324.68,13.23,18700,573.22,156,76.1,104674,Not Verified,1,0
3,5,0.0,C,5748.99,28.64,41800,139.62,189,31.0,290629,Source Verified,2,0
0,4,4525.54,B,164.96,28.3,22000,182.18,194,29.3,42081,Verified,1,0
0,6,10155.6,B,377.04,23.56,23700,454.89,149,88.8,41399,Source Verified,0,0
1,12,7919.77,A,345.67,25.66,36500,712.13,147,37.3,222172,Verified,0,0
0,12,8657.32,B,379.76,9.3,32900,828.9,210,59.6,756931,Source Verified,0,0
0,8,12303.99,D,339.67,17.66,13500,1508.17,66,57.2,19070,Verified,1,0
8,11,0.0,B,9037.43,31.82,125600,284.02,208,26.6,96986,Source Verified,0,0
0,10,8337.26,C,366.89,16.33,6000,1028.69,152,91.6,13346,Not Verified,1,0
1,3,7593.65,A,244.25,24.29,21900,79.38,156,35.9,34795,Source Verified,0,0
0,8,8992.76,B,367.85,14.56,15800,814.09,159,71.1,26141,Source Verified,0,0
1,7,10595.61,C,417.24,14.69,38800,764.92,557,81.4,31600,Verified,1,0
0,2,12824.41,A,418.45,30.52,37300,150.42,196,39.9,24800,Source Verified,0,0
7,10,0.0,B,7711.62,12.04,7800,234.36,42,85.5,12295,Not Verified,1,0
0,10,12253.78,A,508.87,5.77,18100,839.3,206,82.2,26043,Source Verified,0,0
1,9,5665.01,C,234.82,16.53,19000,538.63,151,58.8,11164,Source Verified,0,0
0,11,11121.87,B,278.24,18.23,208700,1143.34,466,28.1,321741,Not Verified,0,0
0,4,4148.87,B,146.65,31.18,7900,133.13,235,60.1,205029,Not Verified,0,0
7,8,0.0,F,16799.8,17.19,15900,452.14,261,24.0,27935,Source Verified,0,0
0,3,13527.58,D,337.56,39.51,53700,515.98,247,64.3,232653,Verified,0,0
1,6,7391.5,B,274.97,36.24,31900,361.22,180,20.2,50356,Not Verified,0,0
1,4,32383.03,C,1184.86,14.86,43500,1293.12,311,73.2,76083,Source Verified,1,0
0,10,26453.25,B,1154.66,9.73,30000,2977.43,259,66.2,215494,Verified,1,0
1,3,14256.23,A,469.29,16.39,48700,188.23,188,33.1,93225,Source Verified,1,0
0,6,8737.47,A,309.97,4.13,34100,279.25,208,22.0,76673,Not Verified,0,0
0,10,10691.82,E,310.24,23.53,18500,1764.43,259,33.6,18488,Verified,0,0
0,10,10736.51,D,289.34,17.1,4900,1319.76,138,81.7,35501,Source Verified,0,0
0,3,23090.26,A,763.28,10.01,34700,362.77,252,48.2,214311,Source Verified,0,0
0,5,10445.38,A,361.38,3.68,69800,255.82,198,19.9,88393,Source Verified,1,0
0,6,25115.76,A,924.81,26.37,81100,953.14,271,49.5,205874,Source Verified,0,0
0,3,19070.81,C,667.06,23.06,33600,377.62,195,37.3,212329,Verified,1,0
0,1,5876.99,E,222.96,30.55,8500,93.29,135,91.8,29602,Verified,0,0
0,8,3689.51,A,137.39,12.6,5800,149.68,69,83.1,36455,Source Verified,0,0
0,1,5317.25,F,207.16,8.18,10500,92.78,111,35.3,13389,Source Verified,0,0
0,4,31782.98,F,949.16,30.25,36300,2515.76,246,43.0,415514,Verified,4,0
0,3,14508.02,E,385.41,13.67,18800,649.82,176,19.0,24526,Verified,0,0
0,3,7403.03,A,250.29,14.62,15800,167.92,113,56.7,18770,Not Verified,0,0
-1,0,13645.37,A,444.42,23.41,57800,84.94,315,28.6,123140,Source Verified,0,0
0,5,7039.5,B,261.88,10.74,19400,344.02,166,51.8,10047,Source Verified,1,0
1,5,18306.63,D,462.94,11.64,22100,948.96,148,40.1,14021,Source Verified,3,0
0,1,19762.76,C,456.91,28.16,40000,205.03,198,46.2,38951,Source Verified,1,0
0,5,6093.11,A,210.81,12.09,48200,143.02,257,21.9,10575,Not Verified,0,0
0,11,10356.8,C,244.62,29.56,23400,1467.78,112,68.1,64666,Source Verified,1,0
0,3,10564.67,D,265.81,23.09,25600,286.36,235,36.5,80332,Not Verified,2,0
0,8,0.0,F,14272.9,15.28,8000,2213.2,210,89.3,36660,Verified,1,0
0,2,24320.39,B,509.07,18.59,75800,383.97,244,46.0,251390,Verified,0,0
0,6,1727.8,D,69.93,11.9,10600,143.91,257,36.6,171961,Verified,0,0
0,10,20774.82,A,860.47,18.52,133400,1369.13,216,55.8,391936,Source Verified,2,0
0,1,17994.74,D,641.55,36.27,26200,220.54,61,23.8,24211,Source Verified,0,0
0,5,16843.31,D,450.65,34.13,29600,1278.9,165,26.0,162385,Not Verified,0,0
0,9,15879.98,A,611.98,14.87,298900,768.72,317,15.1,287926,Source Verified,1,0
0,5,4741.14,D,191.37,39.82,16300,367.79,471,49.5,8067,Verified,0,0
0,11,6902.97,A,300.35,26.84,29100,602.61,139,32.8,28857,Not Verified,0,0
0,4,12040.64,D,462.41,20.3,29000,653.81,245,84.4,383024,Source Verified,1,0
1,10,7545.24,C,324.99,20.09,26000,870.14,196,50.1,13015,Verified,0,0
0,4,19146.45,D,506.35,13.07,24800,1132.16,301,72.3,30797,Not Verified,0,0
0,2,34145.16,C,783.7,16.12,135700,688.66,211,49.1,746531,Source Verified,0,0
6,12,0.0,C,10770.23,28.18,52200,766.07,401,88.2,210299,Verified,0,0
0,5,23819.06,C,581.58,29.24,70400,1106.52,216,94.0,426368,Not Verified,1,0
0,2,17057.71,B,380.41,20.19,81300,334.55,375,63.4,62373,Not Verified,0,0
0,9,0.0,C,8254.42,13.41,15700,997.74,147,80.0,13948,Verified,0,0
0,9,18154.98,C,793.37,31.68,26905,2257.87,273,63.0,204343,Verified,4,0
0,12,6236.41,C,296.47,24.68,5100,978.17,137,80.3,22333,Not Verified,0,0
0,4,33121.49,B,743.48,18.55,86700,1152.5,250,80.1,116743,Source Verified,0,0
0,4,19039.0,C,458.45,27.35,46100,857.99,305,53.8,126828,Not Verified,0,0
1,12,12022.6,E,360.91,19.01,3300,2352.48,145,46.8,35340,Source Verified,0,0
0,11,3599.81,A,157.13,12.29,18500,325.96,356,63.6,92564,Not Verified,1,0
1,11,11116.71,A,458.99,17.57,47000,711.93,286,31.1,78030,Not Verified,0,0
3,4,0.0,C,35525.86,21.37,32200,497.37,145,90.9,345366,Verified,0,0
0,9,5977.73,A,237.05,7.57,53400,308.61,235,30.1,265807,Source Verified,0,0
0,7,3837.78,C,500.0,16.39,9900,337.11,129,30.2,99400,Source Verified,1,0
0,5,28890.09,E,783.66,12.94,23100,2276.96,176,41.4,202042,Verified,1,0
0,3,3183.89,A,104.81,13.91,23100,42.04,141,47.3,90308,Not Verified,0,0
0,9,13900.27,F,440.19,14.44,7800,2400.97,220,61.8,61639,Verified,1,0
1,3,4753.13,B,173.72,16.72,14600,81.68,123,87.8,250412,Source Verified,1,0
1,6,24416.58,A,854.87,13.59,111200,671.52,319,64.5,352259,Source Verified,0,0
0,4,11140.53,B,401.67,33.23,52700,379.94,263,77.0,240293,Verified,0,0
2,5,0.0,C,171.09,21.0,9000,350.67,139,71.8,102811,Not Verified,0,0
0,1,19535.63,C,730.81,4.02,33500,239.8,153,46.7,175597,Verified,1,0
0,3,9609.22,B,212.43,17.0,30200,232.63,257,44.7,408907,Not Verified,0,0
